School_code,AgeID,ICSEA_value,Level_of_schooling,Town_suburb,Electorate,School_name,Street,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,Preschool_ind,Distance_education,Intensive_english_centre,School_gender,Late_opening_school,Date_1st_teacher,LGA,Fed_electorate,Operational_directorate,Principal_network,Operational_directorate_office,Operational_directorate_office_phone,Operational_directorate_office_address,FACS_district,Local_health_district,AECG_region,ASGS_remoteness,Latitude,Longitude,Assets unit,SA4,Healthy canteen,Date_extracted
3789,48580,960,Primary School,CONDELL PARK,East Hills,Condell Park Public School,Augusta St,2200,9796 7998,condellpk-p.school@det.nsw.edu.au,https://condellpk-p.schools.nsw.gov.au,9790 0973,571,np,91,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1950,Canterbury-Bankstown (A),Blaxland,Metropolitan South and West,Bankstown,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.925486,151.013674,South Western Sydney,Sydney - Inner South West,N,6/10/2022
3792,47718,1096,Primary School,Avalon Beach,Pittwater,Avalon Public School,Old Barrenjoey Rd,2107,9973 1439,avalon-p.school@det.nsw.edu.au,https://avalon-p.schools.nsw.gov.au,9973 1423,911,1,10,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,8/1/1950,Northern Beaches (A),Mackellar,Metropolitan North,Pittwater,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.639377,151.326739,Northern Sydney,Sydney - Northern Beaches,N,6/10/2022
3794,46131,1115,Primary School,Blakehurst ,Oatley,Bald Face Public School,Stuart St,2221,9546 1565,baldface-p.school@det.nsw.edu.au,https://baldface-p.schools.nsw.gov.au,9546 7782,265,0,78,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,10/1/1949,Georges River (A),Cook,Metropolitan South,Kogarah,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.996752,151.106905,Sydney,Sydney - Inner South West,N,6/10/2022
3795,49094,1126,Primary School,Merewether ,Newcastle,Hamilton South Public School,Kenrick St,2291,4969 3795,hamiltons-p.school@det.nsw.edu.au,https://hamiltons-p.schools.nsw.gov.au,4962 1214,409,4,14,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,9/1/1933,Newcastle (C),Newcastle,Regional North,Newcastle,Newcastle,4924 9900,"Level 1, 117 Bull St, Newcastle 2300",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.93344,151.753489,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
3796,48605,1085,Primary School,,Oatley,Lugarno Public School,Old Forest Rd Lugarno  NSW 2210,2210,9153 9843,lugarno-p.school@det.nsw.edu.au,https://lugarno.nsw.edu.au/,9534 1337,256,np,46,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,10/1/1933,Georges River (A),Banks,Metropolitan South,Georges River,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.984956,151.044676,Sydney,Sydney - Inner South West,N,6/10/2022
3797,44409,1131,Primary School,Oatley,Oatley,Oatley West Public School,Oatley Park Ave,2223,9580 5048,oatleywest-p.school@det.nsw.edu.au,https://oatleywest-p.schools.nsw.gov.au,9580 6372,569,2,52,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1947,Georges River (A),Banks,Metropolitan South,Georges River,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.979006,151.065459,Sydney,Sydney - Inner South West,N,6/10/2022
3798,49149,1093,Primary School,New Lambton ,Charlestown,New Lambton South Public School,St James Rd,2305,4957 1168,newlambtos-p.school@det.nsw.edu.au,https://newlambtos-p.schools.nsw.gov.au,4956 2458,472,3,14,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1950,Newcastle (C),Newcastle,Regional North,Glenrock,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.931487,151.717578,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
3808,48556,952,Primary School,Greenacre ,Lakemba,Chullora Public School,Norfolk & Waterloo Rds,2190,9642 4266,chullora-p.school@det.nsw.edu.au,https://chullora-p.schools.nsw.gov.au,9742 5943,378,np,99,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1952,Canterbury-Bankstown (A),Watson,Metropolitan South,Chullora,Strathfield,9582 6300,"65 Albert St, Strathfield 2135",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.895371,151.060249,South Western Sydney,Sydney - Inner South West,N,6/10/2022
3820,50000,935,Primary School,Tarrawanna ,Keira,Tarrawanna Public School,Kendall St,2518,4284 4399,tarrawanna-p.school@det.nsw.edu.au,https://tarrawanna-p.schools.nsw.gov.au,4285 1389,125,10,28,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1952,Wollongong (C),Cunningham,Regional South,Wollongong North,Wollongong,4247 1007,"Block H, Level 2, 84 Crown Street, Wollongong 2500",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.380764,150.890246,Southern NSW,Illawarra,N,6/10/2022
3822,48664,1067,Primary School,Sutherland ,Heathcote,Sutherland North Public School,Auburn St,2232,9521 2226,sutherlann-p.school@det.nsw.edu.au,https://sutherlann-p.schools.nsw.gov.au,9545 1715,247,np,22,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,5/1/1948,Sutherland Shire (A),Hughes,Metropolitan South and West,Sutherland,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.026785,151.067084,Sydney,Sydney - Sutherland,N,6/10/2022
3824,50977,939,Primary School,Bathurst ,Bathurst,Bathurst West Public School,Suttor St,2795,6331 1142,bathurstw-p.school@det.nsw.edu.au,https://bathurstw-p.schools.nsw.gov.au,6332 2319,507,21,5,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,5/1/1954,Bathurst Regional (A),Calare,Regional North and West,Bathurst,,,,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-33.411002,149.559746,North Western NSW,Central West,N,6/10/2022
3826,49938,1036,Primary School,Gwynneville ,Wollongong,Gwynneville Public School,10 Acacia St,2500,4229 5728,gwynnevill-p.school@det.nsw.edu.au,https://gwynnevill-p.schools.nsw.gov.au,,238,5,52,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,9/1/1951,Wollongong (C),Cunningham,Regional South,Wollongong,Wollongong,4247 1007,"Block H, Level 2, 84 Crown Street, Wollongong 2500",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.417233,150.879364,Southern NSW,Illawarra,N,6/10/2022
3827,47705,1063,Primary School,NARRAWEENA,Wakehurst,Narraweena Public School,McIntosh Rd,2099,9971 5778,narraween-p.school@det.nsw.edu.au,https://narraween-p.schools.nsw.gov.au,9982 5594,536,3,30,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1951,Northern Beaches (A),Mackellar,Metropolitan North,The Beaches,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.7492,151.273639,Northern Sydney,Sydney - Northern Beaches,N,6/10/2022
3829,48644,1058,Primary School,JANNALI,Miranda,Jannali Public School,107-121 Sutherland Road,2226,9528 9315,jannali-p.school@det.nsw.edu.au,https://jannali-p.schools.nsw.gov.au,9528 3607,145,np,27,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1944,Sutherland Shire (A),Hughes,Metropolitan South and West,Sutherland,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.017945,151.060909,Sydney,Sydney - Sutherland,N,6/10/2022
3830,48627,1048,Primary School,Ramsgate ,Rockdale,Ramsgate Public School,Chuter Ave,2217,9529 7267,ramsgate-p.school@det.nsw.edu.au,https://ramsgate-p.schools.nsw.gov.au,9529 8116,542,np,63,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1929,Bayside (A),Cook,Metropolitan South,Kogarah,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.981431,151.143549,Sydney,Sydney - Inner South West,N,6/10/2022
3831,56203,1034,Schools for Specific Purposes,Strathfield ,Strathfield,Chalmers Road School,Chalmers Rd,2135,9746 6202,chalmersrd-s.school@det.nsw.edu.au,https://chalmersrd-s.schools.nsw.gov.au,9764 1996,71,0,84,Not Selective,N,Comprehensive,Medium / High Support needs,,N,N,N,Coed,N,5/1/1920,Strathfield (A),Reid,Metropolitan South,Strathfield,Strathfield,9582 6300,"65 Albert St, Strathfield 2135","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.879569,151.081613,South Western Sydney,Sydney - Inner West,N,6/10/2022
3833,44923,1158,Primary School,Wahroonga ,Ku-ring-gai,Wahroonga Public School,71 Burns Rd,2076,9489 3086,wahroonga-p.school@det.nsw.edu.au,https://wahroonga-p.schools.nsw.gov.au,9489 7322,686,np,44,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1944,Ku-ring-gai (A),Bradfield,Metropolitan North,Hornsby,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.715583,151.128476,Northern Sydney,Sydney - North Sydney and Hornsby,N,6/10/2022
3310,48590,1075,Primary School,Earlwood,Canterbury,Undercliffe Public School,Bayview Ave,2206,9558 3432,undercliff-p.school@det.nsw.edu.au,https://undercliff-p.schools.nsw.gov.au,9559 5997,193,np,64,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1928,Canterbury-Bankstown (A),Barton,Metropolitan South,Marrickville,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.924086,151.138601,Sydney,Sydney - Inner South West,N,6/10/2022
3862,47740,1137,Primary School,Eastwood ,Ryde,Denistone East Public School,Lovell Rd,2122,9874 6678,denistonee-p.school@det.nsw.edu.au,https://denistonee-p.schools.nsw.gov.au,9858 5300,767,0,83,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,6/1/1950,Ryde (C),Bennelong,Metropolitan North,Ryde,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.7943,151.096571,Northern Sydney,Sydney - Ryde,N,6/10/2022
3847,50976,931,Primary School,Bathurst ,Bathurst,Bathurst South Public School,Havannah St,2795,6331 1297,bathursts-p.school@det.nsw.edu.au,https://bathursts-p.schools.nsw.gov.au,6332 1634,223,23,8,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1879-03-01,Bathurst Regional (A),Calare,Regional North and West,Bathurst,,,,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-33.432989,149.568873,North Western NSW,Central West,N,6/10/2022
3851,49032,1072,Primary School,Wallsend ,Wallsend,Wallsend South Public School,Smith Rd,2287,4955 9963,wallsends-p.school@det.nsw.edu.au,https://wallsends-p.schools.nsw.gov.au,4950 2179,559,7,19,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1952,Newcastle (C),Newcastle,Regional North,Newcastle,Newcastle,4924 9900,"Level 1, 117 Bull St, Newcastle 2300",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.920075,151.675241,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
3854,50859,1017,Primary School,Hazelbrook ,Blue Mountains,Hazelbrook Public School,Great Western Hwy,2779,4758 6120,hazelbrook-p.school@det.nsw.edu.au,https://hazelbrook-p.schools.nsw.gov.au,4758 8888,366,9,11,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,5/1/1946,Blue Mountains (C),Macquarie,Regional North,Blue Mountains,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.726554,150.459399,Western Sydney,Sydney - Outer West and Blue Mountains,N,6/10/2022
3855,47635,1174,Primary School,Turramurra ,Ku-ring-gai,Turramurra Public School,Kissing Point Rd,2074,9983 9455,turramurra-p.school@det.nsw.edu.au,https://turramurra-p.schools.nsw.gov.au,9983 9337,546,np,38,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1953,Ku-ring-gai (A),Bradfield,Metropolitan North,Gordon,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.745258,151.114305,Northern Sydney,Sydney - North Sydney and Hornsby,Y,6/10/2022
3856,49902,985,Primary School,Lismore ,Lismore,Wyrallah Road Public School,152 Nielson St,2480,6621 3363,wyrallahrd-p.school@det.nsw.edu.au,https://wyrallahrd-p.schools.nsw.gov.au,6622 2952,485,12,13,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1952,Lismore (C),Page,Rural North,Lismore,Goonellabah,6623 5900,"610 Ballina Rd, Goonellabah 2480",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.830301,153.293261,North Coast,Richmond - Tweed,N,6/10/2022
3860,50033,974,Primary School,Oak Flats ,Shellharbour,Oak Flats Public School,Griffiths St,2529,4256 1405,oakflats-p.school@det.nsw.edu.au,https://oakflats.nsw.edu.au,4256 1800,478,10,6,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1/1/1952,Shellharbour (C),Whitlam,Regional South,Lake Illawarra South,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.56257,150.817546,Southern NSW,Illawarra,N,6/10/2022
7416,47770,1125,Primary School,Eastwood ,Ryde,Eastwood Public School,Rowe St,2122,9874 1600,eastwood-p.school@det.nsw.edu.au,https://www.eastwood.nsw.edu.au/,9804 7495,872,np,95,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1884-03-01,Ryde (C),Bennelong,Metropolitan North,Carlingford,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.792743,151.078474,Northern Sydney,Sydney - Ryde,N,6/10/2022
3863,47732,1118,Primary School,MEADOWBANK,Ryde,Meadowbank Public School,6 Rhodes St,2114,9809 3648,meadowbank-p.school@det.nsw.edu.au,https://meadowbank-p.schools.nsw.gov.au,9807 2121,544,np,84,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,8/1/1950,Ryde (C),Bennelong,Metropolitan North,Ryde,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.812599,151.092358,Northern Sydney,Sydney - Ryde,N,6/10/2022
3864,49395,900,Central/Community School,Uralla ,Northern Tablelands,Uralla Central School,Park St,2358,6778 4204,uralla-c.school@det.nsw.edu.au,https://uralla-c.schools.nsw.gov.au,6778 5090,322,30,5,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,N,1862-01-01,Uralla (A),New England,Rural North,Armidale,Armidale,6776 4100,"Suites 2 & 3, North Power Building, 175 Rusden St Armidale",Hunter New England & Central Coast,Hunter New England,North Western 2,Inner Regional Australia,-30.641511,151.494437,North Western NSW,New England and North West,N,6/10/2022
3866,50001,1014,Primary School,Fairy Meadow,Wollongong,Towradgi Public School,Carters Lane,2519,4284 4527,towradgi-p.school@det.nsw.edu.au,https://towradgi-p.schools.nsw.gov.au,4284 8826,184,13,33,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1953,Wollongong (C),Cunningham,Regional South,Wollongong,Wollongong,4247 1007,"Block H, Level 2, 84 Crown Street, Wollongong 2500",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.388937,150.899966,Southern NSW,Illawarra,N,6/10/2022
3867,50026,954,Primary School,LAKE ILLAWARRA,Shellharbour,Lake Illawarra South Public School,119-129 Reddall Parade,2528,4295 1924,lakeillaws-p.school@det.nsw.edu.au,https://lakeillaws-p.schools.nsw.gov.au,4297 2803,195,10,20,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1954,Shellharbour (C),Whitlam,Regional South,Lake Illawarra South,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.539523,150.859302,Southern NSW,Illawarra,N,6/10/2022
8884,54237,1114,Secondary School,Eastwood ,Ryde,Epping Boys High School,213 Vimiera Rd,2122,9869 2701,eppingboy-h.school@det.nsw.edu.au,https://eppingboy-h.schools.nsw.gov.au,9868 1198,1343.3,np,67,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Boys,N,1/1/1957,Ryde (C),Bennelong,Metropolitan North,Gordon,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.769453,151.099645,Northern Sydney,Sydney - Ryde,N,6/10/2022
3871,56646,1037,Primary School,Wattle Grove ,Holsworthy,Wattle Grove Public School,Cressbrook Drive,2173,9731 1355,wattlegrov-p.school@det.nsw.edu.au,https://wattlegrov-p.schools.nsw.gov.au,9731 1377,586,5,32,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1953,Liverpool (C),Hughes,Metropolitan South and West,Chipping Norton,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.958654,150.937482,South Western Sydney,Sydney - South West,N,6/10/2022
3872,50073,943,Primary School,Greenwell Point ,South Coast,Greenwell Point Public School,Greenwell Point Rd,2540,4447 1379,greenwelpt-p.school@det.nsw.edu.au,https://greenwelpt-p.schools.nsw.gov.au,4447 1550,116,17,10,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1870-10-01,Shoalhaven (C),Gilmore,Regional South,South Coast,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.907445,150.730396,Southern NSW,Southern Highlands and Shoalhaven,N,6/10/2022
4071,47748,1068,Primary School,Oatlands ,Parramatta,Oatlands Public School,Belmore St East,2117,9630 3486,oatlands-p.school@det.nsw.edu.au,https://oatlands-p.schools.nsw.gov.au,9890 1914,184,4,59,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1957,Parramatta (C),Parramatta,Metropolitan North,Carlingford,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.800088,151.023521,Western Sydney,Sydney - Parramatta,N,6/10/2022
3874,49091,1069,Primary School,Kahibah ,Charlestown,Kahibah Public School,Frith St,2290,4943 4501,kahibah-p.school@det.nsw.edu.au,https://kahibah-p.schools.nsw.gov.au,4942 2590,347,6,7,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1938,Lake Macquarie (C),Shortland,Regional North,Glenrock,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.964902,151.713608,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
3875,48603,1005,Primary School,Narwee ,Oatley,Narwee Public School,Broadarrow Rd,2209,9153 9756,narwee-p.school@det.nsw.edu.au,https://narwee-p.schools.nsw.gov.au,9153 8729,296,7,72,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1950,Canterbury-Bankstown (A),Banks,Metropolitan South,Beverly Hills,Riverwood,9408 8900,"Union St, Riverwood 2210","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.948186,151.06865,South Western Sydney,Sydney - Inner South West,N,6/10/2022
3876,49327,841,Primary School,Muswellbrook ,Upper Hunter,Muswellbrook South Public School,Maitland St,2333,6543 1896,muswellbrs-p.school@det.nsw.edu.au,https://muswellbrs-p.schools.nsw.gov.au,6543 3475,518,37,5,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1952,Muswellbrook (A),Hunter,Regional North and West,Upper Hunter,,,,Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.274182,150.891943,Hunter/Central Coast,Hunter Valley exc Newcastle,N,6/10/2022
